unique_id,code,desc,value,reason,workgroup,controllable,r_cat,r_dets,code_prm,code_sub
OP0218-2021-10-20-AUH-NCR,93R,Applicable to all delays caused by late arrival of aircraft from another flight,3,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2513-2021-10-20-AUH-JED,16I,Guest boarding,12,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP2318-2021-10-20-RUH-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,8,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0007-2021-10-20-AUH-FRA,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,10,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP0037-2021-10-20-AUH-CDG,18A,Late delivery of local baggage; Late delivery of bulky baggage; Lack of staff/,10,Pax & Bag - Late or incorrectly sorted local baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted local baggage,18,A
OP0430-2021-10-20-AUH-HKT,91B,Flight hold awaiting only baggage from another late inbound Etihad flight (deta,4,Reactionary - Awaiting baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting baggage from another late inbound Etihad flight,91,B
OP0096-2021-10-20-IST-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,40,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0018-2021-10-20-LHR-AUH,87A,Terminal building limitations/congestion; (use 85/86 for Security/CIH delay); ,11,Airport/Govt Auth - Airport terminal infrastructure/congestion limitations,AptAuth,N,Airport/Govt Authorities,Airport terminal infrastructure/congestion limitations,87,A
OP0280-2021-10-20-AUH-COK,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,23,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP0050-2021-10-20-BCN-AUH,22B,Late/Lack of manpower and/or servicing equipment in cargo warehouse,16,Cargo & Mail - Late/Lack of manpower and/or servicing equipment in cargo warehouse,Below Wing,N,Cargo & Mail,Late/Lack of manpower and/or servicing equipment in cargo warehouse,22,B
OP0090-2021-10-20-JTR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,1,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0049-2021-10-20-AUH-BCN,16B,Passenger searching for missing property/document ,19,Pax & Bag - Guest convenience,Above Wing,N,Pax & Bag,Guest convenience,16,B
OP0653-2021-10-20-AUH-CAI,15B,Guest arriving at gate after deadline ,12,Pax & Bag - Paging/Missing checked-in guest without baggage offload,Above Wing,Y,Pax & Bag,in guest without baggage offload,15,B
OP0475-2021-10-20-CGK-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,1,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0216-2021-10-20-AUH-BLR,16I,Guest boarding,9,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0088-2021-10-20-MXP-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,33,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0654-2021-10-20-CAI-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,24,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0281-2021-10-20-COK-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,36,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0240-2021-10-20-AUH-DAC,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,6,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP0658-2021-10-20-CAI-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0011-2021-10-20-AUH-LHR,85A,Baggage identification/offload due missing guest; Mandatory guest offload with,3,Airport/Govt Authorities - Mandatory security guests and baggage,Above Wing,Y,Airport/Govt Authorities,Mandatory security guests and baggage,85,A
OP0087-2021-10-20-AUH-MXP,03A,Flight departure within 3 minutes of STD irrespective of delay reason,3,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP2333-2021-10-20-AUH-JED,16I,Guest boarding,10,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0078-2021-10-20-AMS-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,12,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0051-2021-10-20-AUH-GVA,18A,Late delivery of local baggage; Late delivery of bulky baggage; Lack of staff/,10,Pax & Bag - Late or incorrectly sorted local baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted local baggage,18,A
OP0533-2021-10-20-AUH-BEY,18A,Late delivery of local baggage; Late delivery of bulky baggage; Lack of staff/,20,Pax & Bag - Late or incorrectly sorted local baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted local baggage,18,A
OP0455-2021-10-20-SYD-AUH,22A,Late/Lack of manpower and/or ground service equipment by GHA,4,Cargo & Mail - Late/Lack of manpower and/or ground service equipment by GHA,Below Wing,Y,Cargo & Mail,Late/Lack of manpower and/or ground service equipment by GHA,22,A
OP0082-2021-10-20-MXP-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,5,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0279-2021-10-20-MLE-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,3,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0405-2021-10-20-BKK-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,3,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0140-2021-10-20-YYZ-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0371-2021-10-20-AUH-BAH,16H,Slow settling of guests on board ,4,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0656-2021-10-20-CAI-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,1,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0655-2021-10-20-AUH-CAI,15D,Excess hand luggage retrieval during boarding ,7,Pax & Bag - Handluggage issues during boarding,Above Wing,Y,Pax & Bag,Handluggage issues during boarding,15,D
OP0012-2021-10-20-LHR-AUH,87A,Terminal building limitations/congestion; (use 85/86 for Security/CIH delay); ,19,Airport/Govt Auth - Airport terminal infrastructure/congestion limitations,AptAuth,N,Airport/Govt Authorities,Airport terminal infrastructure/congestion limitations,87,A
OP0045-2021-10-21-AUH-DUB,91R,Flight hold awaiting guests (incl. baggage) from another late inbound Etihad fl,18,Reactionary - Awaiting guest and/or baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting guest and/or baggage from another late inbound Etihad flight,91,R
OP0021-2021-10-21-AUH-MAN,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0077-2021-10-21-AUH-AMS,03A,Flight departure within 3 minutes of STD irrespective of delay reason,1,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0008-2021-10-21-FRA-AUH,16F,Guest refusing to sit in assigned seat (use 15E when caused by editing issues),11,Pax & Bag - Guest seating,Above Wing,N,Pax & Bag,Guest seating,16,F
OP0019-2021-10-21-AUH-LHR,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0233-2021-10-21-AUH-ISB,16D,Involuntary offloading of guest (incl. baggage) due medical reasons; on-board,13,Pax & Bag - Medical or personal offload / Medical assessment,Above Wing,N,Pax & Bag,Medical or personal offload / Medical assessment,16,D
OP0078-2021-10-21-AMS-AUH,32A,Special/Bulky cargo difficult to load/unload/move (no pre-notification received,16,Aircraft & Ramp - Special/Bulky load handling,Below Wing,N,Aircraft & Ramp,Special/Bulky load handling,32,A
OP0147-2021-10-21-VIE-MXP,58A,Failure of airline's cellular/ landline/ radio/ VHF systems use 87B for airport,7,Failure of airline's communication systems at airport,Others,N,Failure of airline's communication systems at airport,Failure of airline's communication systems at airport,58,A
OP0065-2021-10-21-AUH-DME,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0610-2021-10-21-CMN-AUH,87E,Baggage sorting system failure; Lighting/Electricity failure; Screening machine,22,Airport/Govt Authorities - Airport facility equipment malfunctions,AptAuth,N,Airport/Govt Authorities,Airport facility equipment malfunctions,87,E
OP0076-2021-10-21-MAD-AUH,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,17,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP0068-2021-10-21-DME-AUH,21B,Late/Incorrect cargo and mail documents ,8,Cargo & Mail - Late or incorrect documentation for booked cargo and mail,Below Wing,N,Cargo & Mail,Late or incorrect documentation for booked cargo and mail,21,B
OP0140-2021-10-21-YYZ-AUH,16H,Slow settling of guests on board ,20,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0289-2021-10-21-AMD-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,11,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0096-2021-10-21-IST-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP2333-2021-10-21-AUH-JED,16I,Guest boarding,6,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0147-2021-10-21-MXP-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,1,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0856-2021-10-21-AUH-ICN,03A,Flight departure within 3 minutes of STD irrespective of delay reason,3,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP2424-2021-10-21-AUH-MNL,40A,Defects identified during transit; Application of MEL; Lack of manpower,39,Technical - Defects identified during transit (other than cabin/IFE items),Technical,N,Technical,Defects identified during transit (other than cabin/IFE items),40,A
OP0641-2021-10-21-AUH-NBO,85A,Baggage identification/offload due missing guest; Mandatory guest offload with,17,Airport/Govt Authorities - Mandatory security guests and baggage,Above Wing,Y,Airport/Govt Authorities,Mandatory security guests and baggage,85,A
OP0475-2021-10-21-CGK-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,16,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0205-2021-10-21-BOM-AUH,13A,Incurred at station; Incurred via other channels (use 92R when caused by previo,1,Pax & Bag - Check in error ,Above Wing,Y,Pax & Bag,Check in error,13,A
OP0022-2021-10-22-MAN-AUH,16B,Passenger searching for missing property/document ,9,Pax & Bag - Guest convenience,Above Wing,N,Pax & Bag,Guest convenience,16,B
OP0280-2021-10-22-AUH-COK,32A,Special/Bulky cargo difficult to load/unload/move (no pre-notification received,7,Aircraft & Ramp - Special/Bulky load handling,Below Wing,N,Aircraft & Ramp,Special/Bulky load handling,32,A
OP0018-2021-10-22-LHR-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,5,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0242-2021-10-22-LHE-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,17,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0091-2021-10-22-AUH-JTR,36A,Late fuel truck/refueller; Lack/Breakdown of fuel truck; fueling error/spill,21,Aircraft & Ramp - Fuelling/Defuelling,Below Wing,Y,Aircraft & Ramp,Fuelling/Defuelling,36,A
OP0288-2021-10-22-AUH-AMD,03A,Flight departure within 3 minutes of STD irrespective of delay reason,3,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0052-2021-10-22-GVA-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0012-2021-10-22-LHR-AUH,16H,Slow settling of guests on board ,9,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0380-2021-10-22-AUH-BAH,16I,Guest boarding,6,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0622-2021-10-22-AUH-SEZ,91R,Flight hold awaiting guests (incl. baggage) from another late inbound Etihad fl,27,Reactionary - Awaiting guest and/or baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting guest and/or baggage from another late inbound Etihad flight,91,R
OP0533-2021-10-22-AUH-BEY,36A,Late fuel truck/refueller; Lack/Breakdown of fuel truck; fueling error/spill,13,Aircraft & Ramp - Fuelling/Defuelling,Below Wing,Y,Aircraft & Ramp,Fuelling/Defuelling,36,A
OP0622-2021-10-23-AUH-SEZ,03A,Flight departure within 3 minutes of STD irrespective of delay reason,1,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0455-2021-10-23-SYD-AUH,77A,empty,19,Weather - Ground handling impaired by adverse weather,Weather,N,Weather,Ground handling impaired by adverse weather,77,A
OP0878-2021-10-23-AUH-NRT,92R,empty,14,Reactionary - Guest check-in error at originating station,Above Wing,N,Reactionary,in error at originating station,92,R
OP0245-2021-10-23-DAC-AUH,33A,empty,64,Aircraft & Ramp - Late or lack of loading equipment ,Below Wing,Y,Aircraft & Ramp,Late or lack of loading equipment,33,A
OP0461-2021-10-23-MEL-AUH,34A,empty,8,Aircraft & Ramp - Late or lack of servicing equipment/staff ,Below Wing,Y,Aircraft & Ramp,Late or lack of servicing equipment/staff,34,A
OP2317-2021-10-23-AUH-RUH,16I,Guest boarding,26,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0205-2021-10-23-BOM-AUH,86A,Insufficient travel doc of guests/INAD/deportee; Incoming guest checks; Guest ,20,"Airport/Govt Authorities - Customs, immigration, health guests and baggage",AptAuth,N,Airport/Govt Authorities,"Customs, immigration, health guests and baggage",86,A
OP0147-2021-10-24-VIE-MXP,93R,Applicable to all delays caused by late arrival of aircraft from another flight,20,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0406-2021-10-24-AUH-BKK,03A,Flight departure within 3 minutes of STD irrespective of delay reason,1,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0075-2021-10-24-AUH-MAD,16H,Slow settling of guests on board ,6,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0862-2021-10-24-AUH-PVG,03A,Flight departure within 3 minutes of STD irrespective of delay reason,1,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0279-2021-10-24-MLE-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,5,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0057-2021-10-24-AUH-BRU,16A,Commercial publicity; Press or media activities; VIP handling,35,"Pax & Bag - Commercial publicity, VIP, press handling",Above Wing,N,Pax & Bag,"Commercial publicity, VIP, press handling",16,A
OP0598-2021-10-24-AUH-TLV,40A,Defects identified during transit; Application of MEL; Lack of manpower,54,Technical - Defects identified during transit (other than cabin/IFE items),Technical,N,Technical,Defects identified during transit (other than cabin/IFE items),40,A
OP2317-2021-10-24-AUH-RUH,16I,Guest boarding,22,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0141-2021-10-24-AUH-YYZ,16H,Slow settling of guests on board ,10,Pax & Bag - Guest settling on board,Above Wing,N,Pax & Bag,Guest settling on board,16,H
OP0431-2021-10-24-HKT-AUH,04A,Dispatch errors; Inefficient coordination of turnaround activities;,18,Other - No delay code received in NEO,Others,Y,Other,No delay code received in NEO,04,A
OP0268-2021-10-24-AUH-MAA,91R,Flight hold awaiting guests (incl. baggage) from another late inbound Etihad fl,40,Reactionary - Awaiting guest and/or baggage from another late inbound Etihad flight,NOC,N,Reactionary,Awaiting guest and/or baggage from another late inbound Etihad flight,91,R
OP0042-2021-10-24-DUB-AUH,49A,APU inoperative (notified in advance) engine start delays (use 41A for first ,7,Technical - APU inoperative (notified in advance) / engine start on stand,Technical,N,Technical,APU inoperative (notified in advance) / engine start on stand,49,A
OP2318-2021-10-25-RUH-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,1,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0076-2021-10-25-MAD-AUH,40A,Defects identified during transit; Application of MEL; Lack of manpower,15,Technical - Defects identified during transit (other than cabin/IFE items),Technical,N,Technical,Defects identified during transit (other than cabin/IFE items),40,A
OP0454-2021-10-25-AUH-SYD,63A,Late reporting/sign-on; Late for transportation pick-up; Late to aircraft,11,Crew - Late crew boarding (other than standby),Fleet Operations,N,Crew,Late crew boarding (other than standby),63,A
OP0012-2021-10-25-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,4,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0096-2021-10-25-IST-AUH,85B,Extraordinary check requested by airport/government authorities; Lack/Breakdown,15,Airport/Govt Authorities - Airport/Government security authorities,AptAuth,N,Airport/Govt Authorities,Airport/Government security authorities,85,B
OP0235-2021-10-25-DAC-AUH,33A,empty,7,Aircraft & Ramp - Late or lack of loading equipment ,Below Wing,Y,Aircraft & Ramp,Late or lack of loading equipment,33,A
OP0078-2021-10-25-AMS-AUH,86A,Insufficient travel doc of guests/INAD/deportee; Incoming guest checks; Guest ,11,"Airport/Govt Authorities - Customs, immigration, health guests and baggage",AptAuth,N,Airport/Govt Authorities,"Customs, immigration, health guests and baggage",86,A
OP2513-2021-10-25-AUH-JED,16G,Voluntary offload for personal reasons ,16,Pax & Bag - Voluntary Guest Offload,Above Wing,N,Pax & Bag,Voluntary Guest Offload,16,G
OP0274-2021-10-25-AUH-HYD,62C,empty,34,Crew - Late alteration of load due to operational requirement,NOC,N,Crew,Late alteration of load due to operational requirement,62,C
OP2333-2021-10-25-AUH-JED,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0654-2021-10-25-CAI-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,43,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0008-2021-10-25-FRA-AUH,32A,Special/Bulky cargo difficult to load/unload/move (no pre-notification received,8,Aircraft & Ramp - Special/Bulky load handling,Below Wing,N,Aircraft & Ramp,Special/Bulky load handling,32,A
OP0065-2021-10-25-AUH-DME,96R,Aircraft change for non-technical reasons (use 46R for aircraft changes due tec,78,Reactionary - Aircraft changes for reasons other than Technical ,NOC,N,Reactionary,Aircraft changes for reasons other than Technical,96,R
OP2317-2021-10-25-AUH-RUH,16I,Guest boarding,17,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0242-2021-10-25-LHE-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,1,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0151-2021-10-25-AUH-ORD,03A,Flight departure within 3 minutes of STD irrespective of delay reason,1,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP2514-2021-10-25-JED-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,5,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0019-2021-10-25-AUH-LHR,92R,empty,12,Reactionary - Guest check-in error at originating station,Above Wing,N,Reactionary,in error at originating station,92,R
OP0221-2021-10-25-AUH-KHI,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,18,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP0140-2021-10-25-YYZ-AUH,16D,Involuntary offloading of guest (incl. baggage) due medical reasons; on-board,19,Pax & Bag - Medical or personal offload / Medical assessment,Above Wing,N,Pax & Bag,Medical or personal offload / Medical assessment,16,D
OP2551-2021-10-25-AUH-RUH,16I,Guest boarding,9,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP2322-2021-10-25-DMM-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,7,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0022-2021-10-25-MAN-AUH,16J,Disabled/Wheelchair guest handling; slow disembarkation/embarkation (for late ,17,Pax & Bag - Special needs handling,Above Wing,N,Pax & Bag,Special needs handling,16,J
OP0007-2021-10-25-AUH-FRA,03A,Flight departure within 3 minutes of STD irrespective of delay reason,1,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0231-2021-10-26-AUH-ISB,10A,VIPs; Standby processing ,18,Pax & Bag - Acceptance of guests after flight closure for on-schedule ops,Above Wing,Y,Pax & Bag,schedule ops,10,A
OP0867-2021-10-26-PVG-AUH,32B,Late loaders; Lack of loading staff; Incorrect loading (e.g. not according to ,18,Aircraft & Ramp - Errors or late/lack of loading staff ,Below Wing,Y,Aircraft & Ramp,Errors or late/lack of loading staff,32,B
OP0302-2021-10-26-KWI-AUH,87A,Terminal building limitations/congestion; (use 85/86 for Security/CIH delay); ,13,Airport/Govt Auth - Airport terminal infrastructure/congestion limitations,AptAuth,N,Airport/Govt Authorities,Airport terminal infrastructure/congestion limitations,87,A
OP0475-2021-10-26-CGK-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,5,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0280-2021-10-26-AUH-COK,92R,empty,15,Reactionary - Guest check-in error at originating station,Above Wing,N,Reactionary,in error at originating station,92,R
OP0230-2021-10-26-AUH-DAC,15B,Guest arriving at gate after deadline ,18,Pax & Bag - Paging/Missing checked-in guest without baggage offload,Above Wing,Y,Pax & Bag,in guest without baggage offload,15,B
OP0305-2021-10-26-AUH-KWI,16I,Guest boarding,7,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0012-2021-10-26-LHR-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,11,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP0130-2021-10-26-IAD-AUH,77A,empty,24,Weather - Ground handling impaired by adverse weather,Weather,N,Weather,Ground handling impaired by adverse weather,77,A
OP0205-2021-10-26-BOM-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0461-2021-10-26-MEL-AUH,16D,Involuntary offloading of guest (incl. baggage) due medical reasons; on-board,6,Pax & Bag - Medical or personal offload / Medical assessment,Above Wing,N,Pax & Bag,Medical or personal offload / Medical assessment,16,D
OP0418-2021-10-26-AUH-KUL,03A,Flight departure within 3 minutes of STD irrespective of delay reason,2,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0654-2021-10-26-CAI-AUH,93R,Applicable to all delays caused by late arrival of aircraft from another flight,13,Reactionary - Late aircraft rotation due Other,Others,N,Reactionary,Late aircraft rotation due Other,93,R
OP2552-2021-10-26-RUH-AUH,09A,Built into base schedule (use 09B for changes initiated by NOC resulting in le,14,Other - Insufficient scheduled ground time due base schedule,Others,N,Other,Insufficient scheduled ground time due base schedule,09,A
OP0279-2021-10-27-MLE-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,5,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0050-2021-10-27-BCN-AUH,16F,Guest refusing to sit in assigned seat (use 15E when caused by editing issues),5,Pax & Bag - Guest seating,Above Wing,N,Pax & Bag,Guest seating,16,F
OP0097-2021-10-27-AUH-IST,18B,Late or incorrectly sorted transfer baggage; Lack of staff/equipment (use 91B ,8,Pax & Bag - Late or incorrectly sorted transfer baggage,Below Wing,Y,Pax & Bag,Late or incorrectly sorted transfer baggage,18,B
OP0269-2021-10-27-MAA-AUH,03A,Flight departure within 3 minutes of STD irrespective of delay reason,1,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP0454-2021-10-27-AUH-SYD,38A,Lack of and/or unserviceable ULDs/pallets ,18,Aircraft & Ramp - Lack of or unserviceable ULDs/pallets,Below Wing,N,Aircraft & Ramp,Lack of or unserviceable ULDs/pallets,38,A
OP0598-2021-10-27-AUH-TLV,42B,Late/Incorrect completion of documentation; Awaiting engineer sign-off ,6,Technical - Tech documentation/personnel issues during scheduled maint,Technical,N,Technical,Tech documentation/personnel issues during scheduled maint,42,B
OP0005-2021-10-27-AUH-MUC,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,4,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
OP0533-2021-10-27-AUH-BEY,03A,Flight departure within 3 minutes of STD irrespective of delay reason,3,Other - Flight departure within 3 minutes of STD,Others,N,Other,Flight departure within 3 minutes of STD,03,A
OP2513-2021-10-27-AUH-JED,16I,Guest boarding,12,Pax & Bag - Guest boarding,Above Wing,N,Pax & Bag,Guest boarding,16,I
OP0205-2021-10-27-BOM-AUH,86B,Extraordinary checks of guests/aircraft by CIH causing delay in dis/embarkation,23,Airport/Govt Authorities - CIH authorities,AptAuth,N,Airport/Govt Authorities,CIH authorities,86,B
OP0078-2021-10-27-AMS-AUH,89B,Movement area congestion; ATC (ground movement); Simultaneous pushback conflict,9,Airport/Govt Authorities - Awaiting start-up and/or pushback clearance,AptAuth,N,Airport/Govt Authorities,up and/or pushback clearance,89,B
